RegionFull,RegionShort,Department,ProgramType,GrantCode,ContractName,ProgramID,IndicatorName,IndicatorTarget,IndicatorFunction,FunctionLocation,IndicatorParameter,ParameterArgument,Format,ReportingCadence
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,enrolled individuals shall experience reduced justice involvement asmeasured by an increase in the number of days lived out of custody and in the communitycompared to the twelve (12) months priorto enrollment in the program,0.5,,,,,{:.1%},yearly
Los Angeles County,LA,Metro LA,Interim Housing Services,231,RHC Interim ,1494,Ensure HMIS Data Accuracy,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,"enrolled individuals initially housed in an emergency location will have a Housing Plan in place to transition to a safe and secure housing situation (transitional housing, recovery residence, sober living, independent living facility, apartment) should be completed within 14 calendar days of placement in an emergency housing location",0.75,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,Enrolled individuals shall establish linkage to a primary care physician(PCP) within 45 calendar days ofrelease from jail,0.8,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,"Enrolled individuals with mental health and/or substance useissues shall be connected, via a warm handoff, to an appropriate mental health and/orsubstance use treatment provider for ongoing treatment within 30 calendar days ofrelease from jail. If a participant declines treatment, documentation of all attempts toconnect the participant to treatment services must be placed in the participant’s casefile in orderto confirm that the effort was made to connect the participant to services",0.85,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,individuals enrolled in the program will have a housing option available to them on the day they are released from jain,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,Individuals shall have a Comprehensive Assessment completed within 10 calendar days of enrollment in the program,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,Enrolled individuals shall have a Comprehensive Care Plan (CCP) completed within 14 calendardays ofenrollment.,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,"referred individuals shall meet with Contractor within & calendar days of the referral, or prior to release from jail, whichever is sooner to provide program overview and offer program enrollment",0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,enrolled individuals who are experiencing homelessness shall be assessed with the region's Common Assessment Tool within 30 calendar days of release from custody and information from this assessment tool shall be entered into the CES within the HMIS,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,"enrolled individuals per contracted year shall have a clear, specific and available permanent housing option within 12 months of exiting jail. ",50,,,,,{:.0f},
San Diego County,SD,San Diego,Care Coordination Services,657,Community Care Coordination Straight to Home Program,N/A,"The County will evaluate performance under the program to help ensure that there is no discriminatory effectfrom the program’s implementation. While acting consistently with all anti-discrimination laws, the County is mindful that twenty-seven percent  (27%) ofthe population to be served by the C3 program are Black/African-American and will make good-faith effortsto ensure that this population is not excluded from the
C3 program.",reporting only,,,,,,
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,unduplicated participants,50,active_clients,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,%adults who increased or maintained earned income from entry to exit,0.32,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,Unduplicated participants,86,active_clients,measure_definitions_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,Unduplicated participants,50,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Interim Housing Services,231,RHC Interim ,1494,Exited to Permanent Housing Destination,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,232,Casa Azul Interim ,3242,Average Nightly Bed Utilization Rate: night by night,0.85,utilization_rate,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,232,Casa Azul Interim ,3242,Contracted to Serve,72,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Interim Housing Services,232,Casa Azul Interim ,3242,Ensure HMIS Data Accuracy,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,232,Casa Azul Interim ,3242,Exited to Permanent Housing Destination,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,% adults who increased or maintained any income from entry to exit,0.75,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,235,RHC Interim ,1494,Average Nightly Bed Utilization Rate,0.85,utilization_rate,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,235,RHC Interim ,1494,Ensure HMIS Data Accuracy,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
Orange County,OC,Orange County,Care Coordination Services,806,Regional Street Outreach Care Coordination,"725,726,727",Contracted to serve South SPA,300,active_clients,measure_definitions_2024,location,South SPA,{:.0f},
Orange County,OC,Orange County,Care Coordination Services,806,Regional Street Outreach Care Coordination,"725,726,727",Contracted to serve Central SPA,600,active_clients,measure_definitions_2024,location,Central SPA,{:.0f},
Los Angeles County,LA,Metro LA,Interim Housing Services,235,RHC Interim ,1494,Exited to Permanent Housing Destination,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,241,Sunset Interim Youth,3587,Average Nightly Bed Utilization Rate - night by night,0.95,utilization_rate,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,241,Sunset Interim Youth,3587,Contracted to Serve,95,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Interim Housing Services,241,Sunset Interim Youth,3587,Ensure HMIS Data Accuracy,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,241,Sunset Interim Youth,3587,Exited to Permanent Housing Destination,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,242,Sunset Interim ,3588,Average Nightly Bed Utilization Rate - night by night,0.95,utilization_rate,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,242,Sunset Interim ,3588,Contracted to Serve,175,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Interim Housing Services,242,Sunset Interim ,3588,Ensure HMIS Data Accuracy,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,242,Sunset Interim ,3588,Exited to Permanent Housing Destination,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,243,Los Feliz Interim,3922,Data Accuracy in HMIS,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,243,Los Feliz Interim,3922,Exits to Permanent Housing,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Orange County,OC,Orange County,Interim Housing Services,808,OC Cold Weather Shelter,755,refer participants to additional emergency shelter or other longer-term housing opportunities,0.2,,,,,{:.1%},
Orange County,OC,Orange County,Interim Housing Services,808,OC Cold Weather Shelter,755,"refer participants, not already enrolled, into the coordinated entry system",0.3,,,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,243,Los Feliz Interim,3922,Maintain occupancy,0.85,utilization_rate,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Interim Housing Services,250,RHC Interim,1494,Staff available from 7 am - 9 pm,reporting only,,,,,,
Los Angeles County,LA,Metro LA,Interim Housing Services,280,GPD RHC Interim,4891,Case manager ratio,15/1,,,,,,
Los Angeles County,LA,Metro LA,Interim Housing Services,281,GPD RHC Interim,4891,Available beds,15,,,,,{:.0f},
Los Angeles County,LA,Metro LA,Outreach Services,201,CD 1 Outreach ,4553,Pending new contract (old contract does not include KPIs),not specified,,,,,,
Los Angeles County,LA,Metro LA,Outreach Services,203,CD 4 Outreach,5634,"Engage unduplicated unsheltered individuals living on the riverbank, facilitating enrollment in CES as appropriate",60,percent_engaged,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Outreach Services,203,CD 4 Outreach,5634,"Help people exit homelessness and move into emergency shelter, permanent housing, or longer-term residential programs",0.75,percent_exits_to_positive_destination_outreach,measure_definitions_2024,,,{:.1%},
Orange County,OC,Orange County,Interim Housing Services,808,OC Cold Weather Shelter,755,Maintain average bed occupancy through the term of the contract,0.75,,,,,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,619,SDCC Housing Navigator,N/A,Offer housing navigation services including rental leads to atleast 35 students over the next year,35,,,,,{:.0f},yearly
Los Angeles County,LA,Metro LA,Outreach Services,203,CD 4 Outreach,5634,"Individuals with case management, immediate short-term housing, ans supportive services (benefits enrollment, job placement aid, etc.)",0.8,percent_engaged,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,203,CD 4 Outreach,5634,Provide Time-Limited Subsidies,20,,,,,{:.0f},
Los Angeles County,LA,Metro LA,Outreach Services,204,Brookfield Properties Development LLC - Outreach,5633,Pending new contract. Old contract does not include KPIs or goals,not specified,,,,,,
Los Angeles County,LA,Metro LA,Outreach Services,206,LAHSA City Inside Safe Program,5745,Contracted to Serve,80,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Outreach Services,223,DHS Metro ICMS Outreach ,2466,"None Specified - have full contract none listed, don't have access to application",reporting only,,,,,,
San Diego County,SD,San Diego,Housing & Landlord Partnerships,619,SDCC Housing Navigator,N/A,Housing Navigation workshop (for 50 students) quarterly or create asynchronousmaterial made available for students,50,,,,,{:.0f},quarterly
Los Angeles County,LA,Metro LA,Outreach Services,251,Starbucks Outreach,1770,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Metro LA,Outreach Services,263,Sunset Outreach,5197,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Metro LA,Outreach Services,264,Regional Coordination,N/A,Individuals engaged (of those individuals who have been contacted),0.7,percent_engaged,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,264,Regional Coordination,N/A,Individuals moved into housing or exited to a permanent housing destination (of those engaged),0.05,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,264,Regional Coordination,N/A,Individuals Provided Services and/or Successfully Attained Any Referral (of those engaged),0.75,attained_any_referral,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,264,Regional Coordination,N/A,Individuals who are Successfully Matched to a Permanent Housing Resource (of those engaged),0.07,,,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,264,Regional Coordination,N/A,Individuals who Successfully Attained a Referral to an Interim Housing Resource (of those engaged),0.1,,,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,290,Downtown Outreach,N/A,No KPIs or outcomes listed in contract or application,reporting only,,,,,,
San Diego County,SD,San Diego,Housing & Landlord Partnerships,619,SDCC Housing Navigator,N/A,Attend weekly team meetings and hold regular office hours for students,weekly,,,,,,weekly
Los Angeles County,LA,Metro LA,Outreach Services,200-4,SPA 4 Outreach ,1770,Contracted to Serve,1127,active_clients,measure_definitions_2024,,,"{:,}",
San Diego County,SD,San Diego,Housing & Landlord Partnerships,619,SDCC Housing Navigator,N/A,Provide/maintain housing lead list to distribute to team weekly,weekly,,,,,,weekly
San Diego County,SD,San Diego,Interim Housing Services,629,Grant Per Diem (GPD) - SD,"778,779",None Specified - full contract in contract safe,not specified,,,,,,
San Diego County,SD,San Diego,Access Center Services,616,SDHC Homelessness Response Center,883,average length of enrollment for households exiting system navigation services to permanent housing,135,days_to_php,measure_definitions_2024,result_type,mean,{:.0f},
Los Angeles County,LA,Metro LA,Outreach Services,200-4,SPA 4 Outreach ,1770,Individuals Engaged,0.7,percent_engaged,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,200-4,SPA 4 Outreach ,1770,Individuals Moved into Housing or Exited to a Permanent Destination,0.05,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,200-4,SPA 4 Outreach ,1770,Individuals Provided Services and/or Successfully Attained Any Referral,0.75,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",% of enrollment that are converted into engagement,reporting only,enrollment_to_engagement_ratio,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,200-4,SPA 4 Outreach ,1770,Individuals who are Successfully Matched to a Permanent Housing Resource,0.07,,,,,{:.1%},
Los Angeles County,LA,Metro LA,Outreach Services,200-4,SPA 4 Outreach ,1770,Individuals who Successfully Attained a Referral to an Interim Housing Resource,0.1,,,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Occupancy Rate,0.95,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,% enrollments that are converted to engagements,reporting only,enrollment_to_engagement_ratio,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Contracted to Serve ,216,active_clients,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,% ofAdults who maintained or increased earned income from start to exit,reporting only,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,"% ofAdults who maintained or increased any income (i.e., total income) from start to exit",reporting only,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",exits to emergency shelter per month and YTD,reporting only,exit_to_emergency_shelter,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,exits to shelter,reporting only,exit_to_emergency_shelter,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,client demographics,reporting only,,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% who have moved due to returning to jail - report annually,reporting only,exit_to_jail,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% who have moved due to returning to jail - report annually,reporting only,exit_to_jail,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% who have moved due to returning to jail - report annually,reporting only,exit_to_jail,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% who have moved due to returning to jail,reporting only,exit_to_jail,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,"exits to other longer term housing includes the following destinations: transitional housing; staying or living with
family or friends, temporary tenure; safe haven; host home (non-crisis); foster care home or group foster care home;
substance abuse treatment facility or detox center; long-term care facility or nursing home; and residential project or
halfway house with no homeless criteria",reporting only,exit_to_long_term_housing,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Average Length of Stay for All “Stayers” in the Program,reporting only,,,,,{:.0f},
Los Angeles County,LA,Metro LA,Pet Assistance,244,PAS Sunset Interim,N/A,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Metro LA,Pet Assistance,268,PAS RHC,N/A,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Metro LA,Pet Assistance,269,PAS Riverside,N/A,None Specified - full contract in Contract Safe,not specified,,,,,,
San Diego County,SD,San Diego,Legal Services,671,VA Legal Services for Homeless Veterans,N/A,None Specified - full contract in contract safe,not specified,,,,,,
San Diego County,SD,San Diego,Other,604,Transportation Services Program,N/A,Contractor will provide a monthly transportation schedule to the commission no later than the 15th day ofthe month following the close ofthe prior month,reporting only,,,,,{:.1%},monthly
San Diego County,SD,San Diego,Other,610-1,SD County SBS Admin Svcs,N/A,None Specified - contract does not include statement of work,not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,Offered referrals to benefits and income related services,0.5,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",exits to longer term housing per month and YTD,reporting only,exit_to_long_term_housing,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,Offered rapid resolution/diversion services,1,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,"Clients who are 65+ or living with chronic medical or immunosupressed conditions offered COVID-19 response services, including food, hygiene supplies, and shelter (when available)",1,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,Offered referrals to temporary housing,1,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,Enaged clients entered into CES,1,,,,,{:.1%},
Los Angeles County,LA,Metro LA,Prevention & Diversion Services,"200-3,200-8",Metro LA Prevention,3383,Contracted to Serve,68,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Prevention & Diversion Services,"200-3,200-8",Metro LA Prevention,3383,Exited to Permanent Housing Destination,0.55,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,256,Recovery Rehousing City,N/A,Remained housed after 6 months of placement,0.85,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,256,Recovery Rehousing City,N/A,Exits to Permanent Housing,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,256,Recovery Rehousing City,N/A,Increased income from all sources,0.15,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,256,Recovery Rehousing City,N/A,Moved into housing within 120 days of program enrollment,0.7,percent_housed_within_x_days,measure_definitions_2024,days,120,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,"200-2,200-6",Metro LA RRH,5387,Remained Housed After 6 Months of Housing Placement,0.85,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,"200-2,200-6",Metro LA RRH,5387,Contracted to Serve,200,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,"200-2,200-6",Metro LA RRH,5387,Exited to Permanent Housing Destination,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,"200-2,200-6",Metro LA RRH,5387,Increased Income from All Sources,0.15,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,"200-2,200-6",Metro LA RRH,5387,Moved Into Housing Within 120 Days of Program Enrollment,0.7,percent_housed_within_x_days,measure_definitions_2024,days,120,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Scattered Site Housing & Services,733,Long Beach Scattered ICMS ,146,Housing Retention Rate at 12 months,0.95,retention,measure_definitions_2024,retention_period,365,{:.1%},
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,206-1,TLS SPA 4 (Inside Safe - Echo Park),5745,Pending new contract - nothing listed in SRS about KPIs. Last year only a contracted to serve # (TBD for this year),not specified,,,,,,
Los Angeles County,LA,Metro LA,Rapid Rehousing Services,206-2,TLS SPA 4 (Inside Safe - CD4 Echo Park River),5745,Pending new contract - nothing listed in SRS about KPIs. Last year only a contracted to serve # (TBD for this year),not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Care Coordination Services,739-1,CalAIM/ICMS/Los Angeles (Blue Shield),5340,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Care Coordination Services,739-2,CalAIM/ICMS/Los Angeles (Molina),5340,None Specified - contract not in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Care Coordination Services,739-4,Cal AIM/ICMS/Los Angeles (SCAN Health),5340,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Outreach Services,736,Re-entry Intensive Case Management Services,N/A,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Outreach Services,737,Harbor UCLA MDT,3760,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Rapid Rehousing Services,732,Kaiser Project HOME,5678,None Specified - service agreement missing from contract,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Scattered Site Housing & Services,326,CoC Shelter Plus Care TBRA,1576,Contracted to Serve,38,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Permanent Supportive Services,Scattered Site Housing & Services,733,Long Beach Scattered ICMS ,146,% of Participants Moved into Permanent Housing,0.85,,,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Ensure PH retention for 1 year,0.9,retention,measure_definitions_2024,retention_period,365,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,635-5,SSVF SD,"542,543","of participants who moved into PH, avoided return to a VA homeless program in 6 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,# of homeless persons being sheltered,12,,,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,"exits to other longer term housing includes the following destinations: transitional housing; staying or living with
family or friends, temporary tenure; safe haven; host home (non-crisis); foster care home or group foster care home;
substance abuse treat",reporting only,exit_to_long_term_housing,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,"Exits to Places Not Meant for 
Habitation & No Exit Interview
Completed",reporting only,exit_to_no_habitation_and_no_interview,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Exits to Permanent Housing Destination,0.26,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,651,SD County Homeless Outreach Program,963,individuals receiving shortterm case management will be connected to a BehavioralHealth Services program to support mental health and/or substance use conditions.,0.5,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",exits to permanent housing,reporting only,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,651,SD County Homeless Outreach Program,963,individuals receiving short term case management will be connected to a localFederally Qualified Health Center for ongoing physical health care.,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,651,SD County Homeless Outreach Program,963,individuals engaged will be connected to one or more communityresources as needed.,1,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,660,Starbucks SD Outreach,1126,Host Community Convening to facilitate dialogue and identify areas of collaboration,1,,,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,660,Starbucks SD Outreach,1126,Trainings for a mix of partners,3,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Outreach Services,660,Starbucks SD Outreach,1126,Hours of In-store and vicinity of Starbucks Support Center and Surrounding Starbucks selected stores support,40,,,,,{:.0f},weekly
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,Exits to permanent housing,reporting only,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,exits to permanent housing,reporting only,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",Number of homeless persons exiting the program or to permanent housing during the month/quarter,reporting only,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,Permanent Supportive Services,Scattered Site Housing & Services,735,Housing for Health PSH,1285,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,83rd Street,3523,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Bloomington Apartments,N/A,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Casa Carmen,2865,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Family Commons,70,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,La Kretz Villas,1197,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",Number of homeless persons exiting the program or to permanent housing during the year,reporting only,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.0f},yearly
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,853,County of SB - Shelter Operations,185,% of participants who moved into housing at project exit,0.3,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",Demographics of individuals assisted,reporting only,,measure_definitions_2024,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Outreach Services,876,SB- Encampment Resolution alone the Transit Corridor,373,% of participants will move into permanent housing at project exit,0.27,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Interim Housing Services,681,Evans Lane InterimHousing,1048,Participants will exit to permanent housing destinations,0.32,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
